scope,total_examples,valid_answers,invalid_answers,empty_answers,overall_accuracy,valid_only_accuracy,support_label_0,precision_label_0,recall_label_0,f1_label_0,support_label_1,precision_label_1,recall_label_1,f1_label_1,true_0_pred_0,true_0_pred_1,true_1_pred_0,true_1_pred_1
GLOBAL,19200,19200,0,0,0.7877604166666666,0.7877604166666666,9554,0.785572813509851,0.7887795687670086,0.7871729252624432,9646,0.789944831893411,0.7867509848641924,0.7883446735573676,7536,2018,2057,7589
