video_id,n_samples,valid_predictions,invalid_predictions,empty_raw_outputs,Accuracy,Accuracy_valid_only,Support_0,Predicted_as_0,Precision_0,Recall_0,F1_0,Support_1,Predicted_as_1,Precision_1,Recall_1,F1_1,actual_0_pred_0,actual_0_pred_1,actual_1_pred_0,actual_1_pred_1
Video1,192,192,0,0,0.8229166666666666,0.8229166666666666,89,89,0.8089887640449438,0.8089887640449438,0.8089887640449437,103,103,0.8349514563106796,0.8349514563106796,0.8349514563106796,72,17,17,86
Video2,192,192,0,0,0.78125,0.78125,93,99,0.7575757575757576,0.8064516129032258,0.7812499999999999,99,93,0.8064516129032258,0.7575757575757576,0.7812499999999999,75,18,24,75
Video3,192,192,0,0,0.828125,0.828125,110,115,0.8347826086956521,0.8727272727272727,0.8533333333333333,82,77,0.8181818181818182,0.7682926829268293,0.7924528301886793,96,14,19,63
Video4,192,192,0,0,0.7239583333333334,0.7239583333333334,97,124,0.6774193548387096,0.865979381443299,0.7601809954751131,95,68,0.8088235294117647,0.5789473684210527,0.6748466257668712,84,13,40,55
Video5,192,192,0,0,0.9010416666666666,0.9010416666666666,103,102,0.9117647058823529,0.9029126213592233,0.9073170731707318,89,90,0.8888888888888888,0.898876404494382,0.8938547486033519,93,10,9,80
Video6,192,192,0,0,0.7864583333333334,0.7864583333333334,94,109,0.7431192660550459,0.8617021276595744,0.7980295566502462,98,83,0.8433734939759037,0.7142857142857143,0.7734806629834255,81,13,28,70
Video7,192,192,0,0,0.8229166666666666,0.8229166666666666,92,106,0.7735849056603774,0.8913043478260869,0.8282828282828283,100,86,0.8837209302325582,0.76,0.8172043010752689,82,10,24,76
Video8,192,192,0,0,0.78125,0.78125,104,112,0.7767857142857143,0.8365384615384616,0.8055555555555556,88,80,0.7875,0.7159090909090909,0.7500000000000001,87,17,25,63
Video9,192,192,0,0,0.6875,0.6875,106,136,0.6691176470588235,0.8584905660377359,0.7520661157024794,86,56,0.7321428571428571,0.47674418604651164,0.5774647887323943,91,15,45,41
Video10,192,192,0,0,0.7760416666666666,0.7760416666666666,96,81,0.8271604938271605,0.6979166666666666,0.7570621468926554,96,111,0.7387387387387387,0.8541666666666666,0.7922705314009663,67,29,14,82
Video11,192,192,0,0,0.78125,0.78125,96,96,0.78125,0.78125,0.78125,96,96,0.78125,0.78125,0.78125,75,21,21,75
Video12,192,192,0,0,0.8177083333333334,0.8177083333333334,96,89,0.8426966292134831,0.78125,0.8108108108108107,96,103,0.7961165048543689,0.8541666666666666,0.8241206030150753,75,21,14,82
Video13,192,192,0,0,0.7916666666666666,0.7916666666666666,109,113,0.8053097345132744,0.8348623853211009,0.8198198198198198,83,79,0.7721518987341772,0.7349397590361446,0.7530864197530864,91,18,22,61
Video14,192,192,0,0,0.7239583333333334,0.7239583333333334,94,79,0.759493670886076,0.6382978723404256,0.6936416184971099,98,113,0.6991150442477876,0.8061224489795918,0.7488151658767771,60,34,19,79
Video15,192,192,0,0,0.7135416666666666,0.7135416666666666,90,127,0.6377952755905512,0.9,0.7465437788018432,102,65,0.8615384615384616,0.5490196078431373,0.6706586826347305,81,9,46,56
Video16,192,192,0,0,0.84375,0.84375,81,75,0.84,0.7777777777777778,0.8076923076923077,111,117,0.8461538461538461,0.8918918918918919,0.868421052631579,63,18,12,99
Video17,192,192,0,0,0.734375,0.734375,105,88,0.8068181818181818,0.6761904761904762,0.7357512953367875,87,104,0.6730769230769231,0.8045977011494253,0.7329842931937174,71,34,17,70
Video18,192,192,0,0,0.796875,0.796875,97,100,0.79,0.8144329896907216,0.802030456852792,95,92,0.8043478260869565,0.7789473684210526,0.7914438502673796,79,18,21,74
Video19,192,192,0,0,0.7447916666666666,0.7447916666666666,83,122,0.639344262295082,0.9397590361445783,0.7609756097560976,109,70,0.9285714285714286,0.5963302752293578,0.7262569832402235,78,5,44,65
Video20,192,192,0,0,0.796875,0.796875,99,114,0.7631578947368421,0.8787878787878788,0.8169014084507042,93,78,0.8461538461538461,0.7096774193548387,0.7719298245614036,87,12,27,66
Video21,192,192,0,0,0.828125,0.828125,81,76,0.8157894736842105,0.7654320987654321,0.7898089171974522,111,116,0.8362068965517241,0.8738738738738738,0.8546255506607928,62,19,14,97
Video22,192,192,0,0,0.7552083333333334,0.7552083333333334,84,103,0.6796116504854369,0.8333333333333334,0.7486631016042781,108,89,0.8426966292134831,0.6944444444444444,0.7614213197969543,70,14,33,75
Video23,192,192,0,0,0.8489583333333334,0.8489583333333334,88,87,0.8390804597701149,0.8295454545454546,0.8342857142857142,104,105,0.8571428571428571,0.8653846153846154,0.8612440191387559,73,15,14,90
Video24,192,192,0,0,0.7760416666666666,0.7760416666666666,99,98,0.7857142857142857,0.7777777777777778,0.7817258883248731,93,94,0.7659574468085106,0.7741935483870968,0.770053475935829,77,22,21,72
Video25,192,192,0,0,0.8177083333333334,0.8177083333333334,87,110,0.7363636363636363,0.9310344827586207,0.8223350253807107,105,82,0.926829268292683,0.7238095238095238,0.8128342245989305,81,6,29,76
Video26,192,192,0,0,0.859375,0.859375,101,94,0.8936170212765957,0.8316831683168316,0.8615384615384615,91,98,0.826530612244898,0.8901098901098901,0.8571428571428572,84,17,10,81
Video27,192,192,0,0,0.8541666666666666,0.8541666666666666,95,95,0.8526315789473684,0.8526315789473684,0.8526315789473685,97,97,0.8556701030927835,0.8556701030927835,0.8556701030927835,81,14,14,83
Video28,192,192,0,0,0.671875,0.671875,90,129,0.6046511627906976,0.8666666666666667,0.7123287671232877,102,63,0.8095238095238095,0.5,0.6181818181818182,78,12,51,51
Video29,192,192,0,0,0.7447916666666666,0.7447916666666666,99,110,0.7272727272727273,0.8080808080808081,0.7655502392344496,93,82,0.7682926829268293,0.6774193548387096,0.7199999999999999,80,19,30,63
Video30,192,192,0,0,0.7083333333333334,0.7083333333333334,92,128,0.640625,0.8913043478260869,0.7454545454545454,100,64,0.84375,0.54,0.6585365853658537,82,10,46,54
Video31,192,192,0,0,0.7916666666666666,0.7916666666666666,89,77,0.8181818181818182,0.7078651685393258,0.7590361445783134,103,115,0.7739130434782608,0.8640776699029126,0.8165137614678899,63,26,14,89
Video32,192,192,0,0,0.875,0.875,94,84,0.9166666666666666,0.8191489361702128,0.8651685393258427,98,108,0.8425925925925926,0.9285714285714286,0.883495145631068,77,17,7,91
Video33,192,192,0,0,0.8020833333333334,0.8020833333333334,93,89,0.8089887640449438,0.7741935483870968,0.7912087912087912,99,103,0.7961165048543689,0.8282828282828283,0.8118811881188118,72,21,17,82
Video34,192,192,0,0,0.7395833333333334,0.7395833333333334,92,134,0.6567164179104478,0.9565217391304348,0.7787610619469028,100,58,0.9310344827586207,0.54,0.6835443037974683,88,4,46,54
Video35,192,192,0,0,0.7708333333333334,0.7708333333333334,84,110,0.6818181818181818,0.8928571428571429,0.7731958762886597,108,82,0.8902439024390244,0.6759259259259259,0.7684210526315789,75,9,35,73
Video36,192,192,0,0,0.7916666666666666,0.7916666666666666,100,86,0.8488372093023255,0.73,0.7849462365591398,92,106,0.7452830188679245,0.8586956521739131,0.7979797979797979,73,27,13,79
Video37,192,192,0,0,0.7552083333333334,0.7552083333333334,98,81,0.8148148148148148,0.673469387755102,0.7374301675977653,94,111,0.7117117117117117,0.8404255319148937,0.7707317073170732,66,32,15,79
Video38,192,192,0,0,0.7239583333333334,0.7239583333333334,84,111,0.6396396396396397,0.8452380952380952,0.7282051282051283,108,81,0.8395061728395061,0.6296296296296297,0.7195767195767196,71,13,40,68
Video39,192,192,0,0,0.7395833333333334,0.7395833333333334,98,122,0.6967213114754098,0.8673469387755102,0.7727272727272727,94,70,0.8142857142857143,0.6063829787234043,0.6951219512195123,85,13,37,57
Video40,192,192,0,0,0.8333333333333334,0.8333333333333334,105,89,0.9101123595505618,0.7714285714285715,0.8350515463917525,87,103,0.7669902912621359,0.9080459770114943,0.8315789473684211,81,24,8,79
Video41,192,192,0,0,0.6979166666666666,0.6979166666666666,89,99,0.6565656565656566,0.7303370786516854,0.6914893617021276,103,93,0.7419354838709677,0.6699029126213593,0.7040816326530613,65,24,34,69
Video42,192,192,0,0,0.7604166666666666,0.7604166666666666,98,88,0.7954545454545454,0.7142857142857143,0.7526881720430106,94,104,0.7307692307692307,0.8085106382978723,0.7676767676767676,70,28,18,76
Video43,192,192,0,0,0.7760416666666666,0.7760416666666666,111,114,0.7982456140350878,0.8198198198198198,0.8088888888888889,81,78,0.7435897435897436,0.7160493827160493,0.7295597484276728,91,20,23,58
Video44,192,192,0,0,0.8125,0.8125,95,119,0.7478991596638656,0.9368421052631579,0.8317757009345795,97,73,0.9178082191780822,0.6907216494845361,0.7882352941176471,89,6,30,67
Video45,192,192,0,0,0.7604166666666666,0.7604166666666666,102,116,0.7413793103448276,0.8431372549019608,0.7889908256880734,90,76,0.7894736842105263,0.6666666666666666,0.7228915662650601,86,16,30,60
Video46,192,192,0,0,0.8385416666666666,0.8385416666666666,99,86,0.8953488372093024,0.7777777777777778,0.8324324324324325,93,106,0.7924528301886793,0.9032258064516129,0.8442211055276382,77,22,9,84
Video47,192,192,0,0,0.7135416666666666,0.7135416666666666,93,118,0.6610169491525424,0.8387096774193549,0.7393364928909952,99,74,0.7972972972972973,0.5959595959595959,0.6820809248554912,78,15,40,59
Video48,192,192,0,0,0.7864583333333334,0.7864583333333334,87,84,0.7738095238095238,0.7471264367816092,0.760233918128655,105,108,0.7962962962962963,0.819047619047619,0.8075117370892019,65,22,19,86
Video49,192,192,0,0,0.90625,0.90625,88,88,0.8977272727272727,0.8977272727272727,0.8977272727272727,104,104,0.9134615384615384,0.9134615384615384,0.9134615384615384,79,9,9,95
Video50,192,192,0,0,0.8645833333333334,0.8645833333333334,88,98,0.8163265306122449,0.9090909090909091,0.8602150537634408,104,94,0.9148936170212766,0.8269230769230769,0.8686868686868686,80,8,18,86
Video51,192,192,0,0,0.8229166666666666,0.8229166666666666,93,111,0.7657657657657657,0.9139784946236559,0.8333333333333334,99,81,0.9012345679012346,0.7373737373737373,0.8111111111111111,85,8,26,73
Video52,192,192,0,0,0.7447916666666666,0.7447916666666666,95,128,0.6796875,0.9157894736842105,0.7802690582959642,97,64,0.875,0.5773195876288659,0.6956521739130435,87,8,41,56
Video53,192,192,0,0,0.8229166666666666,0.8229166666666666,99,127,0.7559055118110236,0.9696969696969697,0.8495575221238938,93,65,0.9538461538461539,0.6666666666666666,0.7848101265822784,96,3,31,62
Video54,192,192,0,0,0.8072916666666666,0.8072916666666666,90,97,0.7731958762886598,0.8333333333333334,0.8021390374331551,102,95,0.8421052631578947,0.7843137254901961,0.8121827411167514,75,15,22,80
Video55,192,192,0,0,0.828125,0.828125,94,111,0.7747747747747747,0.9148936170212766,0.8390243902439024,98,81,0.9012345679012346,0.7448979591836735,0.8156424581005587,86,8,25,73
Video56,192,192,0,0,0.8072916666666666,0.8072916666666666,95,106,0.7735849056603774,0.8631578947368421,0.8159203980099502,97,86,0.8488372093023255,0.7525773195876289,0.7978142076502732,82,13,24,73
Video57,192,192,0,0,0.8385416666666666,0.8385416666666666,91,106,0.7830188679245284,0.9120879120879121,0.8426395939086294,101,86,0.9069767441860465,0.7722772277227723,0.8342245989304812,83,8,23,78
Video58,192,192,0,0,0.8072916666666666,0.8072916666666666,88,99,0.7575757575757576,0.8522727272727273,0.8021390374331552,104,93,0.8602150537634409,0.7692307692307693,0.8121827411167513,75,13,24,80
Video59,192,192,0,0,0.7864583333333334,0.7864583333333334,111,112,0.8125,0.8198198198198198,0.8161434977578474,81,80,0.75,0.7407407407407407,0.7453416149068324,91,20,21,60
