video_id,n_samples,valid_predictions,invalid_predictions,empty_raw_outputs,Accuracy,Accuracy_valid_only,Support_0,Predicted_as_0,Precision_0,Recall_0,F1_0,Support_1,Predicted_as_1,Precision_1,Recall_1,F1_1,actual_0_pred_0,actual_0_pred_1,actual_1_pred_0,actual_1_pred_1
Video60,192,192,0,0,0.78125,0.78125,98,94,0.7978723404255319,0.7653061224489796,0.7812500000000001,94,98,0.7653061224489796,0.7978723404255319,0.7812500000000001,75,23,19,75
Video61,192,192,0,0,0.7708333333333334,0.7708333333333334,106,124,0.75,0.8773584905660378,0.8086956521739131,86,68,0.8088235294117647,0.6395348837209303,0.7142857142857143,93,13,31,55
Video62,192,192,0,0,0.7916666666666666,0.7916666666666666,88,108,0.7222222222222222,0.8863636363636364,0.7959183673469388,104,84,0.8809523809523809,0.7115384615384616,0.7872340425531914,78,10,30,74
Video63,192,192,0,0,0.640625,0.640625,91,122,0.5901639344262295,0.7912087912087912,0.6760563380281689,101,70,0.7285714285714285,0.504950495049505,0.5964912280701754,72,19,50,51
Video64,192,192,0,0,0.828125,0.828125,95,102,0.803921568627451,0.8631578947368421,0.83248730964467,97,90,0.8555555555555555,0.7938144329896907,0.8235294117647058,82,13,20,77
Video65,192,192,0,0,0.8125,0.8125,83,91,0.7582417582417582,0.8313253012048193,0.7931034482758621,109,101,0.8613861386138614,0.7981651376146789,0.8285714285714286,69,14,22,87
Video66,192,192,0,0,0.7552083333333334,0.7552083333333334,92,101,0.7227722772277227,0.7934782608695652,0.7564766839378239,100,91,0.7912087912087912,0.72,0.7539267015706805,73,19,28,72
Video67,192,192,0,0,0.7708333333333334,0.7708333333333334,98,104,0.7596153846153846,0.8061224489795918,0.7821782178217821,94,88,0.7840909090909091,0.7340425531914894,0.7582417582417583,79,19,25,69
Video68,192,192,0,0,0.796875,0.796875,94,87,0.8160919540229885,0.7553191489361702,0.7845303867403314,98,105,0.780952380952381,0.8367346938775511,0.8078817733990147,71,23,16,82
Video69,192,192,0,0,0.796875,0.796875,83,94,0.7340425531914894,0.8313253012048193,0.7796610169491526,109,98,0.8571428571428571,0.7706422018348624,0.8115942028985508,69,14,25,84
Video70,192,192,0,0,0.828125,0.828125,93,86,0.8488372093023255,0.7849462365591398,0.8156424581005587,99,106,0.8113207547169812,0.8686868686868687,0.8390243902439025,73,20,13,86
Video71,192,192,0,0,0.7239583333333334,0.7239583333333334,101,118,0.7033898305084746,0.8217821782178217,0.7579908675799087,91,74,0.7567567567567568,0.6153846153846154,0.6787878787878788,83,18,35,56
Video72,192,192,0,0,0.8697916666666666,0.8697916666666666,105,118,0.8389830508474576,0.9428571428571428,0.8878923766816144,87,74,0.918918918918919,0.7816091954022989,0.84472049689441,99,6,19,68
Video73,192,192,0,0,0.71875,0.71875,84,114,0.631578947368421,0.8571428571428571,0.7272727272727273,108,78,0.8461538461538461,0.6111111111111112,0.7096774193548387,72,12,42,66
Video74,192,192,0,0,0.7760416666666666,0.7760416666666666,99,76,0.868421052631579,0.6666666666666666,0.7542857142857142,93,116,0.7155172413793104,0.8924731182795699,0.7942583732057416,66,33,10,83
Video75,192,192,0,0,0.8645833333333334,0.8645833333333334,99,91,0.9010989010989011,0.8282828282828283,0.8631578947368421,93,101,0.8316831683168316,0.9032258064516129,0.8659793814432989,82,17,9,84
Video76,192,192,0,0,0.7135416666666666,0.7135416666666666,97,100,0.71,0.7319587628865979,0.7208121827411167,95,92,0.717391304347826,0.6947368421052632,0.7058823529411765,71,26,29,66
Video77,192,192,0,0,0.8333333333333334,0.8333333333333334,111,127,0.8110236220472441,0.9279279279279279,0.865546218487395,81,65,0.8769230769230769,0.7037037037037037,0.7808219178082192,103,8,24,57
Video78,192,192,0,0,0.796875,0.796875,94,121,0.7272727272727273,0.9361702127659575,0.8186046511627907,98,71,0.9154929577464789,0.6632653061224489,0.7692307692307692,88,6,33,65
Video79,192,192,0,0,0.765625,0.765625,87,72,0.7916666666666666,0.6551724137931034,0.7169811320754716,105,120,0.75,0.8571428571428571,0.7999999999999999,57,30,15,90
Video80,192,192,0,0,0.7135416666666666,0.7135416666666666,92,103,0.6796116504854369,0.7608695652173914,0.7179487179487181,100,89,0.7528089887640449,0.67,0.708994708994709,70,22,33,67
Video81,192,192,0,0,0.765625,0.765625,84,103,0.6893203883495146,0.8452380952380952,0.7593582887700535,108,89,0.8539325842696629,0.7037037037037037,0.7715736040609137,71,13,32,76
Video82,192,192,0,0,0.796875,0.796875,94,103,0.7669902912621359,0.8404255319148937,0.8020304568527918,98,89,0.8314606741573034,0.7551020408163265,0.7914438502673796,79,15,24,74
Video83,192,192,0,0,0.828125,0.828125,103,110,0.8181818181818182,0.8737864077669902,0.8450704225352113,89,82,0.8414634146341463,0.7752808988764045,0.8070175438596492,90,13,20,69
Video84,192,192,0,0,0.8020833333333334,0.8020833333333334,107,109,0.8165137614678899,0.8317757009345794,0.8240740740740741,85,83,0.7831325301204819,0.7647058823529411,0.7738095238095238,89,18,20,65
Video85,192,192,0,0,0.7604166666666666,0.7604166666666666,101,125,0.72,0.8910891089108911,0.7964601769911505,91,67,0.835820895522388,0.6153846153846154,0.7088607594936709,90,11,35,56
Video86,192,192,0,0,0.828125,0.828125,97,112,0.7857142857142857,0.9072164948453608,0.8421052631578948,95,80,0.8875,0.7473684210526316,0.8114285714285715,88,9,24,71
Video87,192,192,0,0,0.8697916666666666,0.8697916666666666,101,102,0.8725490196078431,0.8811881188118812,0.8768472906403942,91,90,0.8666666666666667,0.8571428571428571,0.861878453038674,89,12,13,78
Video88,192,192,0,0,0.7916666666666666,0.7916666666666666,103,125,0.752,0.912621359223301,0.8245614035087719,89,67,0.8656716417910447,0.651685393258427,0.7435897435897435,94,9,31,58
Video89,192,192,0,0,0.8072916666666666,0.8072916666666666,100,89,0.8539325842696629,0.76,0.8042328042328041,92,103,0.7669902912621359,0.8586956521739131,0.8102564102564102,76,24,13,79
Video90,192,192,0,0,0.7447916666666666,0.7447916666666666,105,114,0.7456140350877193,0.8095238095238095,0.776255707762557,87,78,0.7435897435897436,0.6666666666666666,0.7030303030303031,85,20,29,58
Video91,192,192,0,0,0.8072916666666666,0.8072916666666666,106,105,0.8285714285714286,0.8207547169811321,0.8246445497630333,86,87,0.7816091954022989,0.7906976744186046,0.7861271676300577,87,19,18,68
Video92,192,192,0,0,0.8385416666666666,0.8385416666666666,103,96,0.875,0.8155339805825242,0.8442211055276382,89,96,0.8020833333333334,0.8651685393258427,0.8324324324324325,84,19,12,77
Video93,192,192,0,0,0.7604166666666666,0.7604166666666666,104,124,0.7338709677419355,0.875,0.7982456140350876,88,68,0.8088235294117647,0.625,0.7051282051282051,91,13,33,55
Video94,192,192,0,0,0.828125,0.828125,96,77,0.9090909090909091,0.7291666666666666,0.8092485549132948,96,115,0.7739130434782608,0.9270833333333334,0.8436018957345971,70,26,7,89
Video95,192,192,0,0,0.859375,0.859375,94,103,0.8252427184466019,0.9042553191489362,0.8629441624365481,98,89,0.898876404494382,0.8163265306122449,0.8556149732620321,85,9,18,80
Video96,192,192,0,0,0.8229166666666666,0.8229166666666666,94,88,0.8409090909090909,0.7872340425531915,0.8131868131868133,98,104,0.8076923076923077,0.8571428571428571,0.8316831683168318,74,20,14,84
Video97,192,192,0,0,0.859375,0.859375,90,97,0.8247422680412371,0.8888888888888888,0.8556149732620321,102,95,0.8947368421052632,0.8333333333333334,0.8629441624365481,80,10,17,85
Video98,192,192,0,0,0.8072916666666666,0.8072916666666666,101,106,0.8018867924528302,0.8415841584158416,0.821256038647343,91,86,0.813953488372093,0.7692307692307693,0.7909604519774011,85,16,21,70
Video99,192,192,0,0,0.796875,0.796875,90,101,0.7524752475247525,0.8444444444444444,0.7958115183246073,102,91,0.8461538461538461,0.7549019607843137,0.7979274611398963,76,14,25,77
Video100,192,192,0,0,0.6927083333333334,0.6927083333333334,98,131,0.648854961832061,0.8673469387755102,0.74235807860262,94,61,0.7868852459016393,0.5106382978723404,0.6193548387096774,85,13,46,48
