scope,total_examples,valid_answers,invalid_answers,empty_answers,overall_accuracy,valid_only_accuracy,precision_label_0,recall_label_0,f1_label_0,precision_label_1,recall_label_1,f1_label_1,true_0_pred_0,true_0_pred_1,true_1_pred_0,true_1_pred_1
GLOBAL,19200,19200,0,0,0.6148958333333333,0.6148958333333333,0.5722504682900722,0.8953317981997069,0.6982287160231817,0.7648165569143932,0.3371345635496579,0.46798100446107355,8554,1000,6394,3252
