scope,sample_count,valid_prediction_count,invalid_prediction_count,invalid_prediction_rate,overall_accuracy,valid_accuracy,precision_label_0,recall_label_0,f1_label_0,precision_label_1,recall_label_1,f1_label_1,true_negative,false_positive,false_negative,true_positive
GLOBAL,19200,19200,0,0.0,0.6871875,0.6871875,0.6714340935446463,0.7272346661084362,0.6982212842930359,0.7056032535020335,0.647522289031723,0.6753162504054493,6948,2606,3400,6246
