video_id,n_samples,valid_free_predictions,invalid_free_predictions,empty_raw_outputs,free_output_accuracy,free_output_valid_accuracy,score_based_accuracy,free_label_0_precision,free_label_0_recall,free_label_0_f1,free_label_1_precision,free_label_1_recall,free_label_1_f1,score_label_0_precision,score_label_0_recall,score_label_0_f1,score_label_1_precision,score_label_1_recall,score_label_1_f1,avg_choice_0_score,avg_choice_1_score,avg_confidence,avg_score_gap,free_vs_score_agreement_rate,free_actual_0_pred_0,free_actual_0_pred_1,free_actual_1_pred_0,free_actual_1_pred_1,score_actual_0_pred_0,score_actual_0_pred_1,score_actual_1_pred_0,score_actual_1_pred_1
Video62,192,192,0,0,0.6614583333333334,0.6614583333333334,0.578125,0.6017699115044248,0.7727272727272727,0.6766169154228856,0.7468354430379747,0.5673076923076923,0.6448087431693988,0.559322033898305,0.375,0.4489795918367347,0.5864661654135338,0.75,0.6582278481012659,0.3695043994500982,0.6304956125677563,0.7465082413206497,0.493016470623445,0.6145833333333334,68,20,45,59,33,55,26,78
Video63,192,192,0,0,0.65625,0.65625,0.6145833333333334,0.616822429906542,0.7252747252747253,0.6666666666666666,0.7058823529411765,0.594059405940594,0.6451612903225806,0.6268656716417911,0.46153846153846156,0.5316455696202531,0.608,0.7524752475247525,0.672566371681416,0.4114925280007924,0.5885074763731003,0.7740557904665669,0.5481115765592411,0.65625,66,25,41,60,42,49,25,76
Video64,192,192,0,0,0.6927083333333334,0.6927083333333334,0.6041666666666666,0.68,0.7157894736842105,0.6974358974358974,0.7065217391304348,0.6701030927835051,0.6878306878306877,0.6417910447761194,0.45263157894736844,0.5308641975308642,0.584,0.7525773195876289,0.6576576576576576,0.401440924783761,0.5985590824251025,0.7655334739635388,0.5310669407182141,0.6614583333333334,68,27,32,65,43,52,24,73
Video65,192,192,0,0,0.65625,0.65625,0.5833333333333334,0.5858585858585859,0.6987951807228916,0.6373626373626373,0.7311827956989247,0.6238532110091743,0.6732673267326733,0.5189873417721519,0.4939759036144578,0.5061728395061728,0.6283185840707964,0.6513761467889908,0.6396396396396395,0.4181058471362273,0.5818941618642081,0.7657438814640045,0.5314877539275736,0.7083333333333334,58,25,41,68,41,42,38,71
Video66,192,192,0,0,0.6822916666666666,0.6822916666666666,0.5572916666666666,0.6534653465346535,0.717391304347826,0.6839378238341969,0.7142857142857143,0.65,0.680628272251309,0.5636363636363636,0.33695652173913043,0.42176870748299317,0.5547445255474452,0.76,0.6413502109704642,0.372630233659379,0.627369775189436,0.7804229920729995,0.5608459752971839,0.65625,66,26,35,65,31,61,24,76
Video67,192,192,0,0,0.6666666666666666,0.6666666666666666,0.578125,0.646551724137931,0.7653061224489796,0.7009345794392522,0.6973684210526315,0.5638297872340425,0.6235294117647059,0.6231884057971014,0.4387755102040816,0.5149700598802395,0.5528455284552846,0.723404255319149,0.6267281105990784,0.41421280413675277,0.5857871991308153,0.7583468776817123,0.5166937520958564,0.5989583333333334,75,23,41,53,43,55,26,68
Video68,192,192,0,0,0.625,0.625,0.5104166666666666,0.6037735849056604,0.6808510638297872,0.64,0.6511627906976745,0.5714285714285714,0.6086956521739131,0.5,0.425531914893617,0.4597701149425288,0.5178571428571429,0.5918367346938775,0.5523809523809524,0.4323705412571144,0.5676294637509424,0.7636327861497799,0.5272655672915031,0.65625,64,30,42,56,40,54,40,58
Video69,192,192,0,0,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5904761904761905,0.7469879518072289,0.6595744680851063,0.7586206896551724,0.6055045871559633,0.673469387755102,0.5223880597014925,0.42168674698795183,0.4666666666666667,0.616,0.7064220183486238,0.6581196581196581,0.4069955709306233,0.5930044356015666,0.769248366355896,0.5384967261796021,0.625,62,21,43,66,35,48,32,77
Video70,192,192,0,0,0.671875,0.671875,0.5625,0.6415094339622641,0.7311827956989247,0.6834170854271355,0.7093023255813954,0.6161616161616161,0.6594594594594594,0.5652173913043478,0.41935483870967744,0.4814814814814815,0.5609756097560976,0.696969696969697,0.6216216216216217,0.3964421020667525,0.6035579014860559,0.7642178523043791,0.5284357010559498,0.6510416666666666,68,25,38,61,39,54,30,69
Video71,192,192,0,0,0.7083333333333334,0.7083333333333334,0.5364583333333334,0.7319587628865979,0.7029702970297029,0.7171717171717172,0.6842105263157895,0.7142857142857143,0.6989247311827957,0.581081081081081,0.42574257425742573,0.4914285714285714,0.5084745762711864,0.6593406593406593,0.5741626794258373,0.41396182772750006,0.5860381823052497,0.7676232385759553,0.5352464671191607,0.671875,71,30,26,65,43,58,31,60
Video72,192,192,0,0,0.5885416666666666,0.5885416666666666,0.484375,0.6120689655172413,0.6761904761904762,0.6425339366515838,0.5526315789473685,0.4827586206896552,0.5153374233128836,0.5416666666666666,0.37142857142857144,0.44067796610169496,0.45,0.6206896551724138,0.5217391304347826,0.4060718334181577,0.5939281773936879,0.7620356030141314,0.5240711952164171,0.65625,71,34,45,42,39,66,33,54
Video73,192,192,0,0,0.5833333333333334,0.5833333333333334,0.5520833333333334,0.5181818181818182,0.6785714285714286,0.5876288659793815,0.6707317073170732,0.5092592592592593,0.5789473684210528,0.4838709677419355,0.35714285714285715,0.410958904109589,0.5846153846153846,0.7037037037037037,0.638655462184874,0.3842758306206709,0.6157241826391934,0.7482308571537336,0.49646170104760284,0.6145833333333334,57,27,53,55,30,54,32,76
Video74,192,192,0,0,0.625,0.625,0.5989583333333334,0.6285714285714286,0.6666666666666666,0.6470588235294118,0.6206896551724138,0.5806451612903226,0.6000000000000001,0.6410256410256411,0.5050505050505051,0.5649717514124294,0.5701754385964912,0.6989247311827957,0.6280193236714976,0.4233241611205661,0.5766758453669354,0.7729446571320295,0.5458893077765575,0.703125,66,33,39,54,50,49,28,65
Video75,192,192,0,0,0.78125,0.78125,0.6197916666666666,0.7567567567567568,0.8484848484848485,0.8000000000000002,0.8148148148148148,0.7096774193548387,0.7586206896551724,0.6911764705882353,0.47474747474747475,0.562874251497006,0.5806451612903226,0.7741935483870968,0.6635944700460829,0.37732332194669976,0.6226766861897582,0.7750812591984868,0.5501625102605155,0.6614583333333334,84,15,27,66,47,52,21,72
Video76,192,192,0,0,0.7083333333333334,0.7083333333333334,0.5677083333333334,0.6915887850467289,0.7628865979381443,0.7254901960784315,0.7294117647058823,0.6526315789473685,0.688888888888889,0.6,0.4329896907216495,0.502994011976048,0.5491803278688525,0.7052631578947368,0.6175115207373272,0.40045456835134036,0.599545439297799,0.7661491371691227,0.532298266689106,0.6822916666666666,74,23,33,62,42,55,28,67
Video77,192,192,0,0,0.7552083333333334,0.7552083333333334,0.5260416666666666,0.7711864406779662,0.8198198198198198,0.7947598253275109,0.7297297297297297,0.6666666666666666,0.6967741935483871,0.6388888888888888,0.4144144144144144,0.5027322404371585,0.4583333333333333,0.6790123456790124,0.5472636815920398,0.42918246052372905,0.5708175433198145,0.7768472240616878,0.553694444279832,0.59375,91,20,27,54,46,65,26,55
Video78,192,192,0,0,0.7135416666666666,0.7135416666666666,0.5625,0.672566371681416,0.8085106382978723,0.7342995169082126,0.7721518987341772,0.6224489795918368,0.6892655367231638,0.5641025641025641,0.46808510638297873,0.5116279069767442,0.5614035087719298,0.6530612244897959,0.6037735849056605,0.4326449517958129,0.5673550528954365,0.7709613395854831,0.5419226744797166,0.6302083333333334,76,18,37,61,44,50,34,64
Video79,192,192,0,0,0.6614583333333334,0.6614583333333334,0.546875,0.61,0.7011494252873564,0.6524064171122995,0.717391304347826,0.6285714285714286,0.6700507614213197,0.5,0.39080459770114945,0.4387096774193549,0.5725806451612904,0.6761904761904762,0.6200873362445416,0.40193100433610124,0.5980690030361681,0.7665141457691789,0.5330282841660884,0.6354166666666666,61,26,39,66,34,53,34,71
Video80,192,192,0,0,0.6770833333333334,0.6770833333333334,0.5208333333333334,0.6339285714285714,0.7717391304347826,0.6960784313725491,0.7375,0.59,0.6555555555555554,0.5,0.43478260869565216,0.46511627906976744,0.5357142857142857,0.6,0.5660377358490566,0.4157859601615807,0.5842140532574073,0.7559353566418091,0.5118706998646303,0.65625,71,21,41,59,40,52,40,60
Video81,192,192,0,0,0.5989583333333334,0.5989583333333334,0.5833333333333334,0.5353535353535354,0.6309523809523809,0.5792349726775956,0.6666666666666666,0.5740740740740741,0.6169154228855721,0.5294117647058824,0.42857142857142855,0.4736842105263158,0.6129032258064516,0.7037037037037037,0.6551724137931035,0.3916356501542519,0.608364356313056,0.7740167211741209,0.5480334358809339,0.703125,53,31,46,62,36,48,32,76
Video82,192,192,0,0,0.6822916666666666,0.6822916666666666,0.5416666666666666,0.6666666666666666,0.7021276595744681,0.6839378238341969,0.6989247311827957,0.6632653061224489,0.680628272251309,0.5416666666666666,0.4148936170212766,0.4698795180722891,0.5416666666666666,0.6632653061224489,0.5963302752293578,0.39974151322244705,0.600258494601197,0.7555598036075631,0.5111195993914824,0.609375,66,28,33,65,39,55,33,65
Video83,192,192,0,0,0.7083333333333334,0.7083333333333334,0.5572916666666666,0.7155963302752294,0.7572815533980582,0.7358490566037735,0.6987951807228916,0.651685393258427,0.6744186046511629,0.618421052631579,0.4563106796116505,0.5251396648044693,0.5172413793103449,0.6741573033707865,0.5853658536585366,0.4326222095683647,0.5673777970174948,0.7635588999837637,0.5271177933816679,0.609375,78,25,31,58,47,56,29,60
Video84,192,192,0,0,0.6666666666666666,0.6666666666666666,0.4947916666666667,0.6902654867256637,0.7289719626168224,0.709090909090909,0.6329113924050633,0.5882352941176471,0.6097560975609757,0.5735294117647058,0.3644859813084112,0.44571428571428573,0.45161290322580644,0.6588235294117647,0.5358851674641149,0.40220008084162373,0.5977999268507119,0.7743415624524156,0.5486831172124956,0.640625,78,29,35,50,39,68,29,56
Video85,192,192,0,0,0.7708333333333334,0.7708333333333334,0.6510416666666666,0.8131868131868132,0.7326732673267327,0.7708333333333334,0.7326732673267327,0.8131868131868132,0.7708333333333334,0.7428571428571429,0.5148514851485149,0.608187134502924,0.5983606557377049,0.8021978021978022,0.6854460093896714,0.4009490011835813,0.59905100648272,0.7810903371622165,0.5621806666581316,0.6822916666666666,74,27,17,74,52,49,18,73
Video86,192,192,0,0,0.671875,0.671875,0.5677083333333334,0.6666666666666666,0.7010309278350515,0.6834170854271356,0.6777777777777778,0.6421052631578947,0.6594594594594594,0.6060606060606061,0.41237113402061853,0.4907975460122699,0.5476190476190477,0.7263157894736842,0.6244343891402715,0.3882885793417093,0.611711426647768,0.773142671212554,0.5462853364356306,0.6770833333333334,68,29,34,61,40,57,26,69
Video87,192,192,0,0,0.6875,0.6875,0.5416666666666666,0.7204301075268817,0.6633663366336634,0.6907216494845362,0.6565656565656566,0.7142857142857143,0.6842105263157894,0.6101694915254238,0.3564356435643564,0.45,0.5112781954887218,0.7472527472527473,0.6071428571428571,0.351915566952736,0.6480844379596723,0.7814868601659933,0.5629737154195785,0.6979166666666666,67,34,26,65,36,65,23,68
Video88,192,192,0,0,0.6354166666666666,0.6354166666666666,0.5989583333333334,0.6571428571428571,0.6699029126213593,0.6634615384615384,0.6091954022988506,0.5955056179775281,0.6022727272727273,0.7166666666666667,0.4174757281553398,0.5276073619631901,0.5454545454545454,0.8089887640449438,0.6515837104072397,0.3772997182520612,0.6227002936745217,0.7654916035632292,0.5309831951998755,0.5885416666666666,69,34,36,53,43,60,17,72
Video89,192,192,0,0,0.6979166666666666,0.6979166666666666,0.5885416666666666,0.6909090909090909,0.76,0.7238095238095238,0.7073170731707317,0.6304347826086957,0.6666666666666667,0.6235294117647059,0.53,0.572972972972973,0.5607476635514018,0.6521739130434783,0.6030150753768845,0.44548819460585537,0.5545118137670215,0.7680646541217963,0.5361292998707157,0.6614583333333334,76,24,34,58,53,47,32,60
Video90,192,192,0,0,0.78125,0.78125,0.5729166666666666,0.7739130434782608,0.8476190476190476,0.8090909090909091,0.7922077922077922,0.7011494252873564,0.7439024390243902,0.6575342465753424,0.45714285714285713,0.5393258426966293,0.5210084033613446,0.7126436781609196,0.6019417475728155,0.4238386599618404,0.5761613467875577,0.7902331687510014,0.5804663307526047,0.6041666666666666,89,16,26,61,48,57,25,62
Video91,192,192,0,0,0.6822916666666666,0.6822916666666666,0.5052083333333334,0.6923076923076923,0.7641509433962265,0.7264573991031389,0.6666666666666666,0.5813953488372093,0.6211180124223603,0.5932203389830508,0.330188679245283,0.4242424242424242,0.46616541353383456,0.7209302325581395,0.5662100456621004,0.3665824647202385,0.6334175385951918,0.7691420201833049,0.5382840370511796,0.5520833333333334,81,25,36,50,35,71,24,62
Video92,192,192,0,0,0.640625,0.640625,0.5572916666666666,0.6574074074074074,0.6893203883495146,0.6729857819905213,0.6190476190476191,0.5842696629213483,0.6011560693641618,0.618421052631579,0.4563106796116505,0.5251396648044693,0.5172413793103449,0.6741573033707865,0.5853658536585366,0.43473802319945304,0.565261977175093,0.774820225002865,0.549640449631184,0.6354166666666666,71,32,37,52,47,56,29,60
Video93,192,192,0,0,0.7760416666666666,0.7760416666666666,0.59375,0.7904761904761904,0.7980769230769231,0.7942583732057416,0.7586206896551724,0.75,0.7542857142857142,0.7096774193548387,0.4230769230769231,0.5301204819277108,0.5384615384615384,0.7954545454545454,0.6422018348623854,0.3699004427147277,0.6300995615432233,0.7831395554045836,0.5662791065512162,0.6510416666666666,83,21,22,66,44,60,18,70
Video94,192,192,0,0,0.6666666666666666,0.6666666666666666,0.5208333333333334,0.6568627450980392,0.6979166666666666,0.6767676767676768,0.6777777777777778,0.6354166666666666,0.6559139784946236,0.5357142857142857,0.3125,0.39473684210526316,0.5147058823529411,0.7291666666666666,0.603448275862069,0.38088579729925226,0.6191142101937052,0.7681327837829789,0.5362655600730003,0.625,67,29,35,61,30,66,26,70
Video95,192,192,0,0,0.7395833333333334,0.7395833333333334,0.640625,0.7115384615384616,0.7872340425531915,0.7474747474747475,0.7727272727272727,0.6938775510204082,0.7311827956989247,0.7272727272727273,0.425531914893617,0.5369127516778524,0.6058394160583942,0.8469387755102041,0.7063829787234043,0.363462262843773,0.6365377400555493,0.7912788931280375,0.5825577833567527,0.6302083333333334,74,20,30,68,40,54,15,83
Video96,192,192,0,0,0.6041666666666666,0.6041666666666666,0.5833333333333334,0.5833333333333334,0.6702127659574468,0.6237623762376239,0.6309523809523809,0.5408163265306123,0.5824175824175825,0.5921052631578947,0.4787234042553192,0.5294117647058824,0.5775862068965517,0.6836734693877551,0.6261682242990655,0.40877020030643507,0.5912298101466149,0.759614679031074,0.5192293476090981,0.6875,63,31,45,53,45,49,31,67
Video97,192,192,0,0,0.703125,0.703125,0.5572916666666666,0.6633663366336634,0.7444444444444445,0.7015706806282722,0.7472527472527473,0.6666666666666666,0.7046632124352332,0.5384615384615384,0.3888888888888889,0.45161290322580644,0.5669291338582677,0.7058823529411765,0.62882096069869,0.40366994494363934,0.5963300596486079,0.7724690123771628,0.5449380201620784,0.6354166666666666,67,23,34,68,35,55,30,72
Video98,192,192,0,0,0.6927083333333334,0.6927083333333334,0.609375,0.7058823529411765,0.7128712871287128,0.7093596059113301,0.6777777777777778,0.6703296703296703,0.6740331491712707,0.6756756756756757,0.49504950495049505,0.5714285714285714,0.5677966101694916,0.7362637362637363,0.6411483253588518,0.41862532387259915,0.5813746835386459,0.7713321729873618,0.5426643385634785,0.7083333333333334,72,29,30,61,50,51,24,67
Video99,192,192,0,0,0.7083333333333334,0.7083333333333334,0.6145833333333334,0.6770833333333334,0.7222222222222222,0.6989247311827957,0.7395833333333334,0.696078431372549,0.7171717171717172,0.6212121212121212,0.45555555555555555,0.5256410256410255,0.6111111111111112,0.7549019607843137,0.6754385964912281,0.3959560784205299,0.6040439278585836,0.7723173558091124,0.5446347053391113,0.6979166666666666,65,25,31,71,41,49,25,77
Video100,192,192,0,0,0.6822916666666666,0.6822916666666666,0.5260416666666666,0.6728971962616822,0.7346938775510204,0.7024390243902439,0.6941176470588235,0.6276595744680851,0.659217877094972,0.5714285714285714,0.2857142857142857,0.38095238095238093,0.5104895104895105,0.776595744680851,0.6160337552742616,0.3554217794222912,0.6445782295049867,0.7691029086709023,0.5382058084145266,0.5729166666666666,72,26,35,59,28,70,21,73
